Matricule,"Course Code","Ca Marks",Semester,"Academic year"
NSG/22/0326,"BMS 112",17,1,2022/2023
NSG/22/0136,"BMS 112",20,1,2022/2023
NSG/22/0171,"BMS 112",29,1,2022/2023
NSG/22/0192,"BMS 112",15,1,2022/2023
NSG/22/0473,"BMS 112",25,1,2022/2023
NSG/22/0184,"BMS 112",27,1,2022/2023
NSG/22/0350,"BMS 112",33,1,2022/2023
NSG/22/0246,"BMS 112",25,1,2022/2023
NSG/22/0145,"BMS 112",20,1,2022/2023
NSG/22/0150,"BMS 112",26,1,2022/2023
NSG/22/0439,"BMS 112",12,1,2022/2023
NSG/22/0097,"BMS 112",9,1,2022/2023
NSG/22/0262,"BMS 112",23,1,2022/2023
NSG/22/0435,"BMS 112",24,1,2022/2023
NSG/22/0029,"BMS 112",19,1,2022/2023
NSG/22/0162,"BMS 112",24,1,2022/2023
NSG/22/0088,"BMS 112",23,1,2022/2023
NSG/22/0018,"BMS 112",16,1,2022/2023
NSG/22/0271,"BMS 112",32,1,2022/2023
NSG/22/0185,"BMS 112",25,1,2022/2023
NSG/22/0309,"BMS 112",21,1,2022/2023
NSG/22/0057,"BMS 112",22,1,2022/2023
NSG/22/0142,"BMS 112",14,1,2022/2023
NSG/22/0072,"BMS 112",27,1,2022/2023
NSG/22/0431,"BMS 112",20,1,2022/2023
NSG/22/0217,"BMS 112",20,1,2022/2023
NSG/22/0205,"BMS 112",12,1,2022/2023
NSG/22/0123,"BMS 112",17,1,2022/2023
NSG/22/0112,"BMS 112",11,1,2022/2023
NSG/22/0213,"BMS 112",11,1,2022/2023
NSG/22/0146,"BMS 112",15,1,2022/2023
NSG/22/0022,"BMS 112",28,1,2022/2023
NSG/22/0008,"BMS 112",20,1,2022/2023
NSG/22/0023,"BMS 112",25,1,2022/2023
NSG/22/0244,"BMS 112",27,1,2022/2023
NSG/22/0084,"BMS 112",19,1,2022/2023
NSG/22/0115,"BMS 112",23,1,2022/2023
NSG/22/0308,"BMS 112",24,1,2022/2023
NSG/22/0042,"BMS 112",20,1,2022/2023
NSG/22/0044,"BMS 112",33,1,2022/2023
NSG/22/0182,"BMS 112",14,1,2022/2023
NSG/22/0353,"BMS 112",27,1,2022/2023
NSG/22/0110,"BMS 112",32,1,2022/2023
NSG/22/0330,"BMS 112",24,1,2022/2023
NSG/22/0220,"BMS 112",10,1,2022/2023
NSG/22/0045,"BMS 112",35,1,2022/2023
NSG/22/0167,"BMS 112",18,1,2022/2023
NSG/22/0355,"BMS 112",23,1,2022/2023
NSG/22/0100,"BMS 112",17,1,2022/2023
NSG/22/0161,"BMS 112",23,1,2022/2023
NSG/22/0341,"BMS 112",32,1,2022/2023
NSG/22/0069,"BMS 112",16,1,2022/2023
NSG/22/0197,"BMS 112",28,1,2022/2023
NSG/22/0020,"BMS 112",32,1,2022/2023
NSG/22/0290,"BMS 112",9,1,2022/2023
NSG/22/0085,"BMS 112",28,1,2022/2023
NSG/22/0227,"BMS 112",23,1,2022/2023
NSG/22/0264,"BMS 112",24,1,2022/2023
NSG/22/0455,"BMS 112",28,1,2022/2023
NSG/22/0005,"BMS 112",33,1,2022/2023
NSG/22/0268,"BMS 112",12,1,2022/2023
NSG/22/0228,"BMS 112",35,1,2022/2023
NSG/22/0074,"BMS 112",32,1,2022/2023
NSG/22/0138,"BMS 112",15,1,2022/2023
NSG/22/0241,"BMS 112",25,1,2022/2023
NSG/22/0108,"BMS 112",15,1,2022/2023
NSG/22/0358,"BMS 112",17,1,2022/2023
NSG/22/0201,"BMS 112",29,1,2022/2023
NSG/22/0024,"BMS 112",25,1,2022/2023
NSG/22/0091,"BMS 112",21,1,2022/2023
NSG/22/0233,"BMS 112",33,1,2022/2023
NSG/22/0126,"BMS 112",17,1,2022/2023
NSG/22/0041,"BMS 112",29,1,2022/2023
NSG/22/0229,"BMS 112",25,1,2022/2023
NSG/22/0338,"BMS 112",15,1,2022/2023
NSG/22/0230,"BMS 112",18,1,2022/2023
NSG/22/0076,"BMS 112",17,1,2022/2023
NSG/22/0437,"BMS 112",25,1,2022/2023
NSG/22/0036,"BMS 112",10,1,2022/2023
NSG/22/0032,"BMS 112",24,1,2022/2023
NSG/22/0030,"BMS 112",17,1,2022/2023
NSG/22/0329,"BMS 112",14,1,2022/2023
NSG/22/0143,"BMS 112",17,1,2022/2023
NSG/22/0075,"BMS 112",31,1,2022/2023
NSG/22/0124,"BMS 112",27,1,2022/2023
NSG/22/0440,"BMS 112",25,1,2022/2023
NSG/22/0412,"BMS 112",25,1,2022/2023
NSG/22/0243,"BMS 112",17,1,2022/2023
NSG/22/0194,"BMS 112",22,1,2022/2023
NSG/22/0082,"BMS 112",12,1,2022/2023
NSG/22/0026,"BMS 112",17,1,2022/2023
NSG/22/0211,"BMS 112",22,1,2022/2023
NSG/22/0121,"BMS 112",8,1,2022/2023
NSG/22/0034,"BMS 112",27,1,2022/2023
NSG/22/0028,"BMS 112",22,1,2022/2023
NSG/22/0188,"BMS 112",30,1,2022/2023
NSG/22/0125,"BMS 112",23,1,2022/2023
NSG/22/0343,"BMS 112",26,1,2022/2023
NSG/22/0306,"BMS 112",9,1,2022/2023
NSG/22/0274,"BMS 112",26,1,2022/2023
NSG/22/0031,"BMS 112",29,1,2022/2023
NSG/22/0106,"BMS 112",7,1,2022/2023
NSG/22/0134,"BMS 112",20,1,2022/2023
NSG/22/0035,"BMS 112",34,1,2022/2023
NSG/22/0344,"BMS 112",33,1,2022/2023
NSG/22/0062,"BMS 112",13,1,2022/2023
NSG/22/0371,"BMS 112",25,1,2022/2023
NSG/22/0095,"BMS 112",21,1,2022/2023
NSG/22/0086,"BMS 112",25,1,2022/2023
NSG/22/0048,"BMS 112",17,1,2022/2023
NSG/22/0320,"BMS 112",12,1,2022/2023
NSG/22/0127,"BMS 112",17,1,2022/2023
NSG/22/0417,"BMS 112",23,1,2022/2023
NSG/22/0318,"BMS 112",23,1,2022/2023
NSG/22/0058,"BMS 112",11,1,2022/2023
NSG/22/0013,"BMS 112",25,1,2022/2023
NSG/22/0340,"BMS 112",8,1,2022/2023
NSG/22/0089,"BMS 112",19,1,2022/2023
NSG/22/0357,"BMS 112",27,1,2022/2023
NSG/22/0436,"BMS 112",34,1,2022/2023
NSG/22/0040,"BMS 112",25,1,2022/2023
NSG/22/0005,"MLC 101",20,1,2022/2023
NSG/22/0008,"MLC 101",23,1,2022/2023
NSG/22/0013,"MLC 101",19,1,2022/2023
NSG/22/0018,"MLC 101",23,1,2022/2023
NSG/22/0020,"MLC 101",9,1,2022/2023
NSG/22/0022,"MLC 101",21,1,2022/2023
NSG/22/0023,"MLC 101",21,1,2022/2023
NSG/22/0024,"MLC 101",27,1,2022/2023
NSG/22/0025,"MLC 101",16,1,2022/2023
NSG/22/0026,"MLC 101",17,1,2022/2023
NSG/22/0028,"MLC 101",17,1,2022/2023
NSG/22/0029,"MLC 101",13,1,2022/2023
NSG/22/0030,"MLC 101",15,1,2022/2023
NSG/22/0031,"MLC 101",27,1,2022/2023
NSG/22/0032,"MLC 101",17,1,2022/2023
NSG/22/0033,"MLC 101",15,1,2022/2023
NSG/22/0034,"MLC 101",33,1,2022/2023
NSG/22/0035,"MLC 101",29,1,2022/2023
NSG/22/0036,"MLC 101",7,1,2022/2023
NSG/22/0037,"MLC 101",23,1,2022/2023
NSG/22/0040,"MLC 101",27,1,2022/2023
NSG/22/0041,"MLC 101",28,1,2022/2023
NSG/22/0042,"MLC 101",21,1,2022/2023
NSG/22/0044,"MLC 101",21,1,2022/2023
NSG/22/0045,"MLC 101",25,1,2022/2023
NSG/22/0048,"MLC 101",23,1,2022/2023
NSG/22/0051,"MLC 101",24,1,2022/2023
NSG/22/0057,"MLC 101",15,1,2022/2023
NSG/22/0058,"MLC 101",13,1,2022/2023
NSG/22/0061,"MLC 101",15,1,2022/2023
NSG/22/0062,"MLC 101",9,1,2022/2023
NSG/22/0068,"MLC 101",20,1,2022/2023
NSG/22/0069,"MLC 101",20,1,2022/2023
NSG/22/0070,"MLC 101",12,1,2022/2023
NSG/22/0072,"MLC 101",33,1,2022/2023
NSG/22/0074,"MLC 101",33,1,2022/2023
NSG/22/0075,"MLC 101",29,1,2022/2023
NSG/22/0076,"MLC 101",9,1,2022/2023
NSG/22/0080,"MLC 101",13,1,2022/2023
NSG/22/0082,"MLC 101",15,1,2022/2023
NSG/22/0083,"MLC 101",13,1,2022/2023
NSG/22/0084,"MLC 101",17,1,2022/2023
NSG/22/0085,"MLC 101",13,1,2022/2023
NSG/22/0086,"MLC 101",15,1,2022/2023
NSG/22/0087,"MLC 101",16,1,2022/2023
NSG/22/0088,"MLC 101",18,1,2022/2023
NSG/22/0089,"MLC 101",22,1,2022/2023
NSG/22/0090,"MLC 101",9,1,2022/2023
NSG/22/0091,"MLC 101",9,1,2022/2023
NSG/22/0094,"MLC 101",35,1,2022/2023
NSG/22/0095,"MLC 101",20,1,2022/2023
NSG/22/0097,"MLC 101",13,1,2022/2023
NSG/22/0100,"MLC 101",18,1,2022/2023
NSG/22/0106,"MLC 101",15,1,2022/2023
NSG/22/0108,"MLC 101",15,1,2022/2023
NSG/22/0110,"MLC 101",32,1,2022/2023
NSG/22/0111,"MLC 101",12,1,2022/2023
NSG/22/0112,"MLC 101",16,1,2022/2023
NSG/22/0115,"MLC 101",23,1,2022/2023
NSG/22/0121,"MLC 101",8,1,2022/2023
NSG/22/0123,"MLC 101",12,1,2022/2023
NSG/22/0124,"MLC 101",8,1,2022/2023
NSG/22/0125,"MLC 101",12,1,2022/2023
NSG/22/0126,"MLC 101",15,1,2022/2023
NSG/22/0127,"MLC 101",8,1,2022/2023
NSG/22/0131,"MLC 101",20,1,2022/2023
NSG/22/0134,"MLC 101",13,1,2022/2023
NSG/22/0136,"MLC 101",28,1,2022/2023
NSG/22/0138,"MLC 101",11,1,2022/2023
NSG/22/0142,"MLC 101",7,1,2022/2023
NSG/22/0143,"MLC 101",9,1,2022/2023
NSG/22/0145,"MLC 101",12,1,2022/2023
NSG/22/0146,"MLC 101",13,1,2022/2023
NSG/22/0150,"MLC 101",16,1,2022/2023
NSG/22/0151,"MLC 101",13,1,2022/2023
NSG/22/0154,"MLC 101",13,1,2022/2023
NSG/22/0161,"MLC 101",23,1,2022/2023
NSG/22/0162,"MLC 101",15,1,2022/2023
NSG/22/0163,"MLC 101",11,1,2022/2023
NSG/22/0164,"MLC 101",17,1,2022/2023
NSG/22/0167,"MLC 101",11,1,2022/2023
NSG/22/0171,"MLC 101",25,1,2022/2023
NSG/22/0182,"MLC 101",16,1,2022/2023
NSG/22/0184,"MLC 101",13,1,2022/2023
NSG/22/0185,"MLC 101",20,1,2022/2023
NSG/22/0188,"MLC 101",12,1,2022/2023
NSG/22/0192,"MLC 101",12,1,2022/2023
NSG/22/0194,"MLC 101",22,1,2022/2023
NSG/22/0196,"MLC 101",9,1,2022/2023
NSG/22/0197,"MLC 101",23,1,2022/2023
NSG/22/0201,"MLC 101",18,1,2022/2023
NSG/22/0205,"MLC 101",15,1,2022/2023
NSG/22/0211,"MLC 101",13,1,2022/2023
NSG/22/0213,"MLC 101",8,1,2022/2023
NSG/22/0214,"MLC 101",10,1,2022/2023
NSG/22/0217,"MLC 101",23,1,2022/2023
NSG/22/0220,"MLC 101",9,1,2022/2023
NSG/22/0226,"MLC 101",20,1,2022/2023
NSG/22/0227,"MLC 101",25,1,2022/2023
NSG/22/0228,"MLC 101",24,1,2022/2023
NSG/22/0229,"MLC 101",29,1,2022/2023
NSG/22/0230,"MLC 101",19,1,2022/2023
NSG/22/0233,"MLC 101",29,1,2022/2023
NSG/22/0241,"MLC 101",23,1,2022/2023
NSG/22/0243,"MLC 101",25,1,2022/2023
NSG/22/0244,"MLC 101",16,1,2022/2023
NSG/22/0246,"MLC 101",11,1,2022/2023
NSG/22/0257,"MLC 101",13,1,2022/2023
NSG/22/0262,"MLC 101",29,1,2022/2023
NSG/22/0264,"MLC 101",16,1,2022/2023
NSG/22/0268,"MLC 101",15,1,2022/2023
NSG/22/0270,"MLC 101",28,1,2022/2023
NSG/22/0271,"MLC 101",11,1,2022/2023
NSG/22/0274,"MLC 101",11,1,2022/2023
NSG/22/0275,"MLC 101",18,1,2022/2023
NSG/22/0290,"MLC 101",16,1,2022/2023
NSG/22/0298,"MLC 101",20,1,2022/2023
NSG/22/0306,"MLC 101",9,1,2022/2023
NSG/22/0307,"MLC 101",19,1,2022/2023
NSG/22/0308,"MLC 101",5,1,2022/2023
NSG/22/0309,"MLC 101",24,1,2022/2023
NSG/22/0312,"MLC 101",17,1,2022/2023
NSG/22/0316,"MLC 101",20,1,2022/2023
NSG/22/0318,"MLC 101",21,1,2022/2023
NSG/22/0320,"MLC 101",11,1,2022/2023
NSG/22/0326,"MLC 101",15,1,2022/2023
NSG/22/0329,"MLC 101",16,1,2022/2023
NSG/22/0330,"MLC 101",33,1,2022/2023
NSG/22/0331,"MLC 101",9,1,2022/2023
NSG/22/0333,"MLC 101",27,1,2022/2023
NSG/22/0334,"MLC 101",13,1,2022/2023
NSG/22/0337,"MLC 101",15,1,2022/2023
NSG/22/0338,"MLC 101",5,1,2022/2023
NSG/22/0340,"MLC 101",11,1,2022/2023
NSG/22/0341,"MLC 101",32,1,2022/2023
NSG/22/0343,"MLC 101",11,1,2022/2023
NSG/22/0344,"MLC 101",27,1,2022/2023
NSG/22/0350,"MLC 101",31,1,2022/2023
NSG/22/0353,"MLC 101",30,1,2022/2023
NSG/22/0355,"MLC 101",20,1,2022/2023
NSG/22/0357,"MLC 101",20,1,2022/2023
NSG/22/0358,"MLC 101",16,1,2022/2023
NSG/22/0360,"MLC 101",10,1,2022/2023
NSG/22/0365,"MLC 101",8,1,2022/2023
NSG/22/0366,"MLC 101",13,1,2022/2023
NSG/22/0370,"MLC 101",14,1,2022/2023
NSG/22/0371,"MLC 101",11,1,2022/2023
NSG/22/0398,"MLC 101",16,1,2022/2023
NSG/22/0412,"MLC 101",13,1,2022/2023
NSG/22/0417,"MLC 101",17,1,2022/2023
NSG/22/0426,"MLC 101",10,1,2022/2023
NSG/22/0428,"MLC 101",12,1,2022/2023
NSG/22/0431,"MLC 101",27,1,2022/2023
NSG/22/0435,"MLC 101",13,1,2022/2023
NSG/22/0436,"MLC 101",16,1,2022/2023
NSG/22/0437,"MLC 101",20,1,2022/2023
NSG/22/0439,"MLC 101",16,1,2022/2023
NSG/22/0440,"MLC 101",27,1,2022/2023
NSG/22/0455,"MLC 101",31,1,2022/2023
NSG/22/0473,"MLC 101",21,1,2022/2023
NSG/22/0111,"BMS 113",11,1,2022/2023
NSG/22/0366,"BMS 113",20,1,2022/2023
NSG/22/0214,"BMS 113",24,1,2022/2023
NSG/22/0316,"BMS 113",17,1,2022/2023
NSG/22/0275,"BMS 113",21,1,2022/2023
NSG/22/0298,"BMS 113",19,1,2022/2023
NSG/22/0068,"BMS 113",13,1,2022/2023
NSG/22/0094,"BMS 113",25,1,2022/2023
NSG/22/0360,"BMS 113",20,1,2022/2023
NSG/22/0131,"BMS 113",20,1,2022/2023
NSG/22/0070,"BMS 113",13,1,2022/2023
NSG/22/0025,"BMS 113",13,1,2022/2023
NSG/22/0083,"BMS 113",27,1,2022/2023
NSG/22/0163,"BMS 113",16,1,2022/2023
NSG/22/0226,"BMS 113",20,1,2022/2023
NSG/22/0398,"BMS 113",24,1,2022/2023
NSG/22/0051,"BMS 113",26,1,2022/2023
NSG/22/0365,"BMS 113",14,1,2022/2023
NSG/22/0333,"BMS 113",21,1,2022/2023
NSG/22/0426,"BMS 113",10,1,2022/2023
NSG/22/0334,"BMS 113",17,1,2022/2023
NSG/22/0061,"BMS 113",25,1,2022/2023
NSG/22/0080,"BMS 113",16,1,2022/2023
NSG/22/0154,"BMS 113",28,1,2022/2023
NSG/22/0033,"BMS 113",19,1,2022/2023
NSG/22/0331,"BMS 113",18,1,2022/2023
NSG/22/0196,"BMS 113",24,1,2022/2023
NSG/22/0270,"BMS 113",23,1,2022/2023
NSG/22/0257,"BMS 113",21,1,2022/2023
NSG/22/0307,"BMS 113",22,1,2022/2023
NSG/22/0312,"BMS 113",0,1,2022/2023
NSG/22/0370,"BMS 113",25,1,2022/2023
NSG/22/0090,"BMS 113",14,1,2022/2023
NSG/22/0087,"BMS 113",21,1,2022/2023
NSG/22/0164,"BMS 113",12,1,2022/2023
NSG/22/0337,"BMS 113",14,1,2022/2023
NSG/22/0428,"BMS 113",13,1,2022/2023
NSG/22/0151,"BMS 113",16,1,2022/2023
NSG/22/0037,"BMS 113",20,1,2022/2023
NSG/22/0326,"BMS 113",18,1,2022/2023
NSG/22/0136,"BMS 113",18,1,2022/2023
NSG/22/0171,"BMS 113",28,1,2022/2023
NSG/22/0192,"BMS 113",24,1,2022/2023
NSG/22/0473,"BMS 113",27,1,2022/2023
NSG/22/0184,"BMS 113",23,1,2022/2023
NSG/22/0350,"BMS 113",28,1,2022/2023
NSG/22/0246,"BMS 113",25,1,2022/2023
NSG/22/0145,"BMS 113",29,1,2022/2023
NSG/22/0150,"BMS 113",24,1,2022/2023
NSG/22/0439,"BMS 113",12,1,2022/2023
NSG/22/0097,"BMS 113",12,1,2022/2023
NSG/22/0262,"BMS 113",14,1,2022/2023
NSG/22/0435,"BMS 113",23,1,2022/2023
NSG/22/0029,"BMS 113",19,1,2022/2023
NSG/22/0162,"BMS 113",16,1,2022/2023
NSG/22/0088,"BMS 113",26,1,2022/2023
NSG/22/0018,"BMS 113",20,1,2022/2023
NSG/22/0271,"BMS 113",25,1,2022/2023
NSG/22/0185,"BMS 113",24,1,2022/2023
NSG/22/0309,"BMS 113",22,1,2022/2023
NSG/22/0057,"BMS 113",20,1,2022/2023
NSG/22/0142,"BMS 113",21,1,2022/2023
NSG/22/0072,"BMS 113",25,1,2022/2023
NSG/22/0431,"BMS 113",19,1,2022/2023
NSG/22/0217,"BMS 113",17,1,2022/2023
NSG/22/0205,"BMS 113",16,1,2022/2023
NSG/22/0123,"BMS 113",22,1,2022/2023
NSG/22/0112,"BMS 113",19,1,2022/2023
NSG/22/0213,"BMS 113",18,1,2022/2023
NSG/22/0146,"BMS 113",28,1,2022/2023
NSG/22/0022,"BMS 113",28,1,2022/2023
NSG/22/0008,"BMS 113",23,1,2022/2023
NSG/22/0023,"BMS 113",28,1,2022/2023
NSG/22/0244,"BMS 113",24,1,2022/2023
NSG/22/0084,"BMS 113",24,1,2022/2023
NSG/22/0115,"BMS 113",28,1,2022/2023
NSG/22/0308,"BMS 113",13,1,2022/2023
NSG/22/0042,"BMS 113",28,1,2022/2023
NSG/22/0044,"BMS 113",28,1,2022/2023
NSG/22/0182,"BMS 113",17,1,2022/2023
NSG/22/0353,"BMS 113",28,1,2022/2023
NSG/22/0110,"BMS 113",27,1,2022/2023
NSG/22/0330,"BMS 113",28,1,2022/2023
NSG/22/0220,"BMS 113",10,1,2022/2023
NSG/22/0045,"BMS 113",24,1,2022/2023
NSG/22/0167,"BMS 113",16,1,2022/2023
NSG/22/0355,"BMS 113",29,1,2022/2023
NSG/22/0100,"BMS 113",20,1,2022/2023
NSG/22/0161,"BMS 113",24,1,2022/2023
NSG/22/0341,"BMS 113",23,1,2022/2023
NSG/22/0069,"BMS 113",24,1,2022/2023
NSG/22/0197,"BMS 113",22,1,2022/2023
NSG/22/0020,"BMS 113",21,1,2022/2023
NSG/22/0290,"BMS 113",0,1,2022/2023
NSG/22/0085,"BMS 113",16,1,2022/2023
NSG/22/0227,"BMS 113",25,1,2022/2023
NSG/22/0264,"BMS 113",23,1,2022/2023
NSG/22/0455,"BMS 113",26,1,2022/2023
NSG/22/0005,"BMS 113",29,1,2022/2023
NSG/22/0268,"BMS 113",18,1,2022/2023
NSG/22/0228,"BMS 113",28,1,2022/2023
NSG/22/0074,"BMS 113",31,1,2022/2023
NSG/22/0138,"BMS 113",18,1,2022/2023
NSG/22/0241,"BMS 113",22,1,2022/2023
NSG/22/0108,"BMS 113",19,1,2022/2023
NSG/22/0358,"BMS 113",14,1,2022/2023
NSG/22/0201,"BMS 113",28,1,2022/2023
NSG/22/0024,"BMS 113",24,1,2022/2023
NSG/22/0091,"BMS 113",28,1,2022/2023
NSG/22/0233,"BMS 113",29,1,2022/2023
NSG/22/0126,"BMS 113",19,1,2022/2023
NSG/22/0041,"BMS 113",24,1,2022/2023
NSG/22/0229,"BMS 113",25,1,2022/2023
NSG/22/0338,"BMS 113",22,1,2022/2023
NSG/22/0230,"BMS 113",17,1,2022/2023
NSG/22/0076,"BMS 113",19,1,2022/2023
NSG/22/0437,"BMS 113",20,1,2022/2023
NSG/22/0036,"BMS 113",0,1,2022/2023
NSG/22/0032,"BMS 113",23,1,2022/2023
NSG/22/0030,"BMS 113",19,1,2022/2023
NSG/22/0329,"BMS 113",16,1,2022/2023
NSG/22/0143,"BMS 113",17,1,2022/2023
NSG/22/0075,"BMS 113",29,1,2022/2023
NSG/22/0124,"BMS 113",16,1,2022/2023
NSG/22/0440,"BMS 113",24,1,2022/2023
NSG/22/0412,"BMS 113",18,1,2022/2023
NSG/22/0243,"BMS 113",18,1,2022/2023
NSG/22/0194,"BMS 113",27,1,2022/2023
NSG/22/0082,"BMS 113",18,1,2022/2023
NSG/22/0026,"BMS 113",25,1,2022/2023
NSG/22/0211,"BMS 113",18,1,2022/2023
NSG/22/0121,"BMS 113",14,1,2022/2023
NSG/22/0034,"BMS 113",28,1,2022/2023
NSG/22/0028,"BMS 113",28,1,2022/2023
NSG/22/0188,"BMS 113",23,1,2022/2023
NSG/22/0125,"BMS 113",22,1,2022/2023
NSG/22/0343,"BMS 113",20,1,2022/2023
NSG/22/0306,"BMS 113",12,1,2022/2023
NSG/22/0274,"BMS 113",23,1,2022/2023
NSG/22/0031,"BMS 113",28,1,2022/2023
NSG/22/0106,"BMS 113",14,1,2022/2023
NSG/22/0134,"BMS 113",22,1,2022/2023
NSG/22/0035,"BMS 113",28,1,2022/2023
NSG/22/0344,"BMS 113",30,1,2022/2023
NSG/22/0062,"BMS 113",17,1,2022/2023
NSG/22/0371,"BMS 113",20,1,2022/2023
NSG/22/0095,"BMS 113",21,1,2022/2023
NSG/22/0086,"BMS 113",20,1,2022/2023
NSG/22/0048,"BMS 113",26,1,2022/2023
NSG/22/0320,"BMS 113",18,1,2022/2023
NSG/22/0127,"BMS 113",18,1,2022/2023
NSG/22/0417,"BMS 113",16,1,2022/2023
NSG/22/0318,"BMS 113",19,1,2022/2023
NSG/22/0058,"BMS 113",18,1,2022/2023
NSG/22/0013,"BMS 113",25,1,2022/2023
NSG/22/0340,"BMS 113",14,1,2022/2023
NSG/22/0089,"BMS 113",23,1,2022/2023
NSG/22/0357,"BMS 113",28,1,2022/2023
NSG/22/0436,"BMS 113",23,1,2022/2023
NSG/22/0040,"BMS 113",28,1,2022/2023
NSG/22/0251,"BMS 113",23,1,2022/2023
NSG/22/0111,"BMS 114",12,1,2022/2023
NSG/22/0366,"BMS 114",18,1,2022/2023
NSG/22/0214,"BMS 114",17,1,2022/2023
NSG/22/0316,"BMS 114",23,1,2022/2023
NSG/22/0275,"BMS 114",26,1,2022/2023
NSG/22/0298,"BMS 114",16,1,2022/2023
NSG/22/0068,"BMS 114",21,1,2022/2023
NSG/22/0094,"BMS 114",26,1,2022/2023
NSG/22/0360,"BMS 114",12,1,2022/2023
NSG/22/0131,"BMS 114",28,1,2022/2023
NSG/22/0070,"BMS 114",13,1,2022/2023
NSG/22/0025,"BMS 114",14,1,2022/2023
NSG/22/0083,"BMS 114",22,1,2022/2023
NSG/22/0163,"BMS 114",11,1,2022/2023
NSG/22/0226,"BMS 114",22,1,2022/2023
NSG/22/0398,"BMS 114",20,1,2022/2023
NSG/22/0051,"BMS 114",24,1,2022/2023
NSG/22/0365,"BMS 114",14,1,2022/2023
NSG/22/0333,"BMS 114",24,1,2022/2023
NSG/22/0426,"BMS 114",22,1,2022/2023
NSG/22/0334,"BMS 114",25,1,2022/2023
NSG/22/0061,"BMS 114",12,1,2022/2023
NSG/22/0080,"BMS 114",16,1,2022/2023
NSG/22/0154,"BMS 114",19,1,2022/2023
NSG/22/0033,"BMS 114",16,1,2022/2023
NSG/22/0331,"BMS 114",18,1,2022/2023
NSG/22/0196,"BMS 114",16,1,2022/2023
NSG/22/0270,"BMS 114",18,1,2022/2023
NSG/22/0257,"BMS 114",22,1,2022/2023
NSG/22/0307,"BMS 114",19,1,2022/2023
NSG/22/0312,"BMS 114",5,1,2022/2023
NSG/22/0370,"BMS 114",13,1,2022/2023
NSG/22/0090,"BMS 114",11,1,2022/2023
NSG/22/0087,"BMS 114",21,1,2022/2023
NSG/22/0164,"BMS 114",19,1,2022/2023
NSG/22/0337,"BMS 114",18,1,2022/2023
NSG/22/0428,"BMS 114",19,1,2022/2023
NSG/22/0151,"BMS 114",18,1,2022/2023
NSG/22/0037,"BMS 114",21,1,2022/2023
NSG/22/0326,"BMS 114",15,1,2022/2023
NSG/22/0136,"BMS 114",11,1,2022/2023
NSG/22/0171,"BMS 114",22,1,2022/2023
NSG/22/0192,"BMS 114",18,1,2022/2023
NSG/22/0473,"BMS 114",29,1,2022/2023
NSG/22/0184,"BMS 114",22,1,2022/2023
NSG/22/0350,"BMS 114",24,1,2022/2023
NSG/22/0246,"BMS 114",17,1,2022/2023
NSG/22/0145,"BMS 114",17,1,2022/2023
NSG/22/0150,"BMS 114",22,1,2022/2023
NSG/22/0439,"BMS 114",12,1,2022/2023
NSG/22/0097,"BMS 114",13,1,2022/2023
NSG/22/0262,"BMS 114",29,1,2022/2023
NSG/22/0435,"BMS 114",25,1,2022/2023
NSG/22/0029,"BMS 114",19,1,2022/2023
NSG/22/0162,"BMS 114",21,1,2022/2023
NSG/22/0088,"BMS 114",28,1,2022/2023
NSG/22/0018,"BMS 114",18,1,2022/2023
NSG/22/0271,"BMS 114",18,1,2022/2023
NSG/22/0185,"BMS 114",20,1,2022/2023
NSG/22/0309,"BMS 114",18,1,2022/2023
NSG/22/0057,"BMS 114",21,1,2022/2023
NSG/22/0142,"BMS 114",11,1,2022/2023
NSG/22/0072,"BMS 114",32,1,2022/2023
NSG/22/0431,"BMS 114",25,1,2022/2023
NSG/22/0217,"BMS 114",14,1,2022/2023
NSG/22/0205,"BMS 114",19,1,2022/2023
NSG/22/0123,"BMS 114",22,1,2022/2023
NSG/22/0112,"BMS 114",13,1,2022/2023
NSG/22/0213,"BMS 114",10,1,2022/2023
NSG/22/0146,"BMS 114",10,1,2022/2023
NSG/22/0022,"BMS 114",24,1,2022/2023
NSG/22/0008,"BMS 114",20,1,2022/2023
NSG/22/0023,"BMS 114",25,1,2022/2023
NSG/22/0244,"BMS 114",26,1,2022/2023
NSG/22/0084,"BMS 114",16,1,2022/2023
NSG/22/0115,"BMS 114",31,1,2022/2023
NSG/22/0308,"BMS 114",12,1,2022/2023
NSG/22/0042,"BMS 114",19,1,2022/2023
NSG/22/0044,"BMS 114",32,1,2022/2023
NSG/22/0182,"BMS 114",21,1,2022/2023
NSG/22/0353,"BMS 114",29,1,2022/2023
NSG/22/0110,"BMS 114",28,1,2022/2023
NSG/22/0330,"BMS 114",22,1,2022/2023
NSG/22/0220,"BMS 114",17,1,2022/2023
NSG/22/0045,"BMS 114",26,1,2022/2023
NSG/22/0167,"BMS 114",8,1,2022/2023
NSG/22/0355,"BMS 114",21,1,2022/2023
NSG/22/0100,"BMS 114",23,1,2022/2023
NSG/22/0161,"BMS 114",18,1,2022/2023
NSG/22/0341,"BMS 114",29,1,2022/2023
NSG/22/0069,"BMS 114",24,1,2022/2023
NSG/22/0197,"BMS 114",28,1,2022/2023
NSG/22/0020,"BMS 114",26,1,2022/2023
NSG/22/0290,"BMS 114",6,1,2022/2023
NSG/22/0085,"BMS 114",23,1,2022/2023
